Order ID,Order Date,Ship Date,Customer Name,Salesperson,Region,State,Category,Product,Quantity (Tonnes),Price per Tonne (INR),Sales (INR),Profit (INR)
JSW-2022-0435,25-11-2022,04-12-2022,Tata Projects,Sneha Reddy,East,Bihar,Flat Steel,Cold Rolled Coils,500,47613,23806500,3627698.85
JSW-2022-0436,14-02-2022,21-02-2022,Afcons Infrastructure,Amit Singh,East,Jharkhand,Flat Steel,Galvanized Sheets,273,78340,21386820,2498697.78
JSW-2022-0437,04-10-2023,08-10-2023,Afcons Infrastructure,Priya Patel,Central,MP,Flat Steel,Cold Rolled Coils,499,80256,40047744,5205440.74
JSW-2022-0438,07-06-2022,10-06-2022,Dilip Buildcon,Amit Singh,West,Maharashtra,Flat Steel,Color Coated Sheets,341,49726,16956566,2747533.84
JSW-2022-0439,12-08-2023,18-08-2023,NCC Limited,Sneha Reddy,North,Delhi,Flat Steel,Hot Rolled Coils,101,61509,6212409,830677.55
JSW-2022-0440,21-11-2023,25-11-2023,PNC Infratech,Rahul Sharma,West,Gujarat,Special Steel,Alloy Steel,231,65735,15184785,797712.11
JSW-2022-0441,30-05-2023,03-06-2023,NCC Limited,Amit Singh,Central,MP,Special Steel,Tool Steel,33,49757,1641981,170199.57
JSW-2022-0442,01-02-2022,11-02-2022,Shapoorji Pallonji,Vikram Nair,Central,MP,Long Steel,Rails,205,70894,14533270,2518882.46
JSW-2022-0443,12-10-2023,17-10-2023,NCC Limited,Amit Singh,South,Karnataka,Special Steel,Alloy Steel,417,80764,33678588,3174098.15
JSW-2022-0444,03-09-2023,12-09-2023,PNC Infratech,Vikram Nair,North,Rajasthan,Special Steel,Stainless Steel,73,47737,3484801,176869.25
JSW-2022-0445,09-06-2023,14-06-2023,Shapoorji Pallonji,Priya Patel,North,Haryana,Flat Steel,Galvanized Sheets,118,72043,8501074,1579875.34
JSW-2022-0446,04-08-2023,07-08-2023,PNC Infratech,Sneha Reddy,South,Andhra Pradesh,Long Steel,Wire Rods,68,56885,3868180,582728.5
JSW-2022-0447,18-08-2023,28-08-2023,KEC International,Amit Singh,Central,MP,Long Steel,TMT Bars,138,51435,7098030,565092.9
JSW-2022-0448,22-11-2022,02-12-2022,Dilip Buildcon,Amit Singh,South,Karnataka,Flat Steel,Galvanized Sheets,327,49574,16210698,2999267.5
JSW-2022-0449,20-11-2022,29-11-2022,Shapoorji Pallonji,Rahul Sharma,Central,Chhattisgarh,Special Steel,Tool Steel,88,82064,7221632,975131.8
JSW-2022-0450,06-12-2022,16-12-2022,Dilip Buildcon,Sneha Reddy,East,Odisha,Flat Steel,Color Coated Sheets,151,68559,10352409,726178.79
JSW-2022-0451,15-10-2022,20-10-2022,PNC Infratech,Priya Patel,East,Jharkhand,Long Steel,TMT Bars,99,84755,8390745,522710.3
JSW-2022-0452,09-10-2023,12-10-2023,IRB Infrastructure,Vikram Nair,East,West Bengal,Special Steel,Stainless Steel,466,46220,21538520,3821753.87
JSW-2022-0453,07-07-2023,17-07-2023,Shapoorji Pallonji,Amit Singh,West,Goa,Flat Steel,Hot Rolled Coils,292,62079,18127068,2384079.21
JSW-2022-0454,29-05-2023,09-06-2023,Tata Projects,Sneha Reddy,West,Maharashtra,Special Steel,Tool Steel,448,64070,28703360,2011594.3
JSW-2022-0455,24-05-2022,03-06-2022,Shapoorji Pallonji,Priya Patel,East,West Bengal,Special Steel,Stainless Steel,444,55868,24805392,4057688.61
JSW-2022-0456,15-05-2023,21-05-2023,Tata Projects,Amit Singh,Central,MP,Special Steel,Tool Steel,257,68514,17608098,987162.34
JSW-2022-0457,11-04-2023,14-04-2023,Larsen & Toubro,Amit Singh,East,Odisha,Flat Steel,Cold Rolled Coils,275,68674,18885350,2043658.63
JSW-2022-0458,07-08-2023,12-08-2023,Ashoka Buildcon,Sneha Reddy,North,Rajasthan,Special Steel,Alloy Steel,437,62256,27205872,3721619.51
JSW-2022-0459,28-12-2022,05-01-2023,Dilip Buildcon,Sneha Reddy,East,West Bengal,Special Steel,Alloy Steel,202,59607,12040614,1534645.7
JSW-2022-0460,11-06-2023,24-06-2023,NCC Limited,Priya Patel,Central,MP,Special Steel,Stainless Steel,235,55853,13125455,1109082.77
JSW-2022-0461,01-03-2023,16-03-2023,KEC International,Rahul Sharma,South,Karnataka,Flat Steel,Galvanized Sheets,318,52754,16775772,2502382.3
JSW-2022-0462,25-02-2023,28-02-2023,Afcons Infrastructure,Rahul Sharma,West,Goa,Long Steel,Rails,117,83718,9795006,726661.51
JSW-2022-0463,10-08-2023,15-08-2023,Larsen & Toubro,Priya Patel,South,Andhra Pradesh,Special Steel,Stainless Steel,78,78596,6130488,342563.27
JSW-2022-0464,09-11-2023,16-11-2023,Tata Projects,Priya Patel,East,Odisha,Special Steel,Alloy Steel,316,81936,25891776,3770966.44
JSW-2022-0465,08-09-2023,13-09-2023,IRB Infrastructure,Priya Patel,West,Goa,Long Steel,Rails,97,59376,5759472,1005341.96
JSW-2022-0466,12-03-2022,18-03-2022,Ashoka Buildcon,Sneha Reddy,Central,Chhattisgarh,Flat Steel,Galvanized Sheets,482,74718,36014076,5023243.48
JSW-2022-0467,03-06-2022,15-06-2022,Tata Projects,Priya Patel,South,Tamil Nadu,Flat Steel,Cold Rolled Coils,277,78053,21620681,3300508.83
JSW-2022-0468,01-05-2022,05-05-2022,Dilip Buildcon,Priya Patel,West,Goa,Special Steel,Stainless Steel,459,79827,36640593,4598371.75
JSW-2022-0469,14-02-2022,28-02-2022,PNC Infratech,Sneha Reddy,Central,MP,Special Steel,Tool Steel,230,79212,18218760,2060589.18
JSW-2022-0470,18-05-2022,25-05-2022,Dilip Buildcon,Priya Patel,South,Kerala,Long Steel,Structural Steel,311,82756,25737116,1664098.51
JSW-2022-0471,28-12-2023,11-01-2024,Larsen & Toubro,Vikram Nair,North,Haryana,Special Steel,Tool Steel,219,61895,13555005,1062077.37
JSW-2022-0472,20-11-2022,29-11-2022,KEC International,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,202,58462,11809324,1808775.23
JSW-2022-0473,10-03-2023,22-03-2023,KEC International,Vikram Nair,South,Kerala,Special Steel,Tool Steel,139,62124,8635236,1539200.93
JSW-2022-0474,15-01-2023,26-01-2023,PNC Infratech,Sneha Reddy,East,Bihar,Flat Steel,Color Coated Sheets,292,81540,23809680,2913594.44
JSW-2022-0475,07-11-2023,11-11-2023,Afcons Infrastructure,Sneha Reddy,East,Jharkhand,Special Steel,Alloy Steel,406,71091,28862946,4628674.58
JSW-2022-0476,21-09-2023,05-10-2023,Larsen & Toubro,Priya Patel,South,Tamil Nadu,Flat Steel,Color Coated Sheets,412,67179,27677748,4708761.57
JSW-2022-0477,07-09-2023,16-09-2023,Tata Projects,Rahul Sharma,West,Goa,Flat Steel,Hot Rolled Coils,431,54524,23499844,2837613.19
JSW-2022-0478,15-02-2023,27-02-2023,PNC Infratech,Amit Singh,East,Odisha,Long Steel,TMT Bars,321,47474,15239154,2418060.68
JSW-2022-0479,04-11-2023,19-11-2023,PNC Infratech,Amit Singh,Central,MP,Flat Steel,Color Coated Sheets,234,45701,10694034,858261.32
JSW-2022-0480,22-11-2023,25-11-2023,KEC International,Priya Patel,South,Tamil Nadu,Special Steel,Tool Steel,274,60182,16489868,2346153.65
JSW-2022-0481,09-02-2023,18-02-2023,IRB Infrastructure,Priya Patel,North,Punjab,Flat Steel,Galvanized Sheets,409,71177,29111393,2997575.38
JSW-2022-0482,27-07-2023,08-08-2023,KEC International,Amit Singh,Central,MP,Special Steel,Tool Steel,45,50909,2290905,303404.93
JSW-2022-0483,25-09-2022,30-09-2022,Ashoka Buildcon,Vikram Nair,East,Odisha,Special Steel,Stainless Steel,242,71473,17296466,2356401.48
JSW-2022-0484,21-09-2022,02-10-2022,IRB Infrastructure,Amit Singh,North,Rajasthan,Flat Steel,Galvanized Sheets,184,52668,9690912,1651731.99
JSW-2022-0485,15-04-2023,28-04-2023,Dilip Buildcon,Vikram Nair,West,Gujarat,Special Steel,Alloy Steel,404,60943,24620972,4028507.88
JSW-2022-0486,14-08-2022,27-08-2022,Afcons Infrastructure,Amit Singh,North,UP,Flat Steel,Galvanized Sheets,44,70078,3083432,447249.56
JSW-2022-0487,06-04-2022,15-04-2022,KEC International,Rahul Sharma,West,Gujarat,Special Steel,Tool Steel,14,62258,871612,76038.25
JSW-2022-0488,03-10-2022,08-10-2022,Afcons Infrastructure,Sneha Reddy,Central,MP,Long Steel,Structural Steel,191,59323,11330693,2086518.09
JSW-2022-0489,27-07-2022,02-08-2022,IRB Infrastructure,Amit Singh,South,Karnataka,Special Steel,Stainless Steel,456,62393,28451208,2305025.68
JSW-2022-0490,09-07-2023,12-07-2023,Dilip Buildcon,Amit Singh,South,Tamil Nadu,Flat Steel,Hot Rolled Coils,356,77287,27514172,3909049.75
JSW-2022-0491,08-06-2023,15-06-2023,Ashoka Buildcon,Priya Patel,Central,Chhattisgarh,Long Steel,Structural Steel,261,56984,14872824,2939750.53
JSW-2022-0492,22-12-2022,31-12-2022,Shapoorji Pallonji,Sneha Reddy,Central,MP,Flat Steel,Color Coated Sheets,254,80439,20431506,1121370.89
JSW-2022-0493,04-08-2022,13-08-2022,IRB Infrastructure,Rahul Sharma,North,Rajasthan,Long Steel,Structural Steel,362,45551,16489462,853708.86
JSW-2022-0494,03-10-2022,13-10-2022,IRB Infrastructure,Amit Singh,East,Jharkhand,Special Steel,Alloy Steel,105,80950,8499750,760110.16
JSW-2022-0495,17-01-2023,25-01-2023,Ashoka Buildcon,Amit Singh,East,Odisha,Long Steel,Rails,117,72465,8478405,1315059.07
JSW-2022-0496,04-10-2022,19-10-2022,Afcons Infrastructure,Vikram Nair,West,Maharashtra,Special Steel,Stainless Steel,304,59979,18233616,3138526.79
JSW-2022-0497,10-01-2022,15-01-2022,Ashoka Buildcon,Sneha Reddy,West,Gujarat,Flat Steel,Cold Rolled Coils,419,54800,22961200,2777112.45
JSW-2022-0498,30-07-2023,11-08-2023,Larsen & Toubro,Sneha Reddy,South,Andhra Pradesh,Special Steel,Tool Steel,171,76891,13148361,1249161.71
JSW-2022-0499,07-10-2023,11-10-2023,Dilip Buildcon,Amit Singh,North,Punjab,Flat Steel,Cold Rolled Coils,426,61665,26269290,3191217.35
JSW-2022-0500,26-12-2022,08-01-2023,IRB Infrastructure,Priya Patel,East,Jharkhand,Long Steel,Structural Steel,186,46299,8611614,962469.6
JSW-2022-0501,03-04-2023,07-04-2023,Ashoka Buildcon,Vikram Nair,Central,MP,Long Steel,Structural Steel,176,78452,13807552,1700041.88
JSW-2022-0502,12-12-2022,21-12-2022,IRB Infrastructure,Vikram Nair,East,Bihar,Special Steel,Stainless Steel,454,55982,25415828,3712924.55
JSW-2022-0503,31-10-2023,07-11-2023,NCC Limited,Vikram Nair,West,Maharashtra,Flat Steel,Cold Rolled Coils,185,59956,11091860,1076157.87
JSW-2022-0504,07-04-2023,16-04-2023,Shapoorji Pallonji,Priya Patel,West,Gujarat,Long Steel,Structural Steel,392,83464,32717888,4192481.74
JSW-2022-0505,19-12-2023,02-01-2024,Tata Projects,Priya Patel,North,Punjab,Special Steel,Stainless Steel,348,61491,21398868,4088587.57
JSW-2022-0506,27-01-2022,11-02-2022,Ashoka Buildcon,Vikram Nair,South,Kerala,Flat Steel,Hot Rolled Coils,42,76010,3192420,422245.63
JSW-2022-0507,11-09-2022,25-09-2022,NCC Limited,Sneha Reddy,North,Delhi,Long Steel,Wire Rods,53,70548,3739044,360464.77
JSW-2022-0508,30-11-2022,10-12-2022,Dilip Buildcon,Vikram Nair,South,Karnataka,Special Steel,Stainless Steel,24,47303,1135272,169759.91
JSW-2022-0509,14-10-2023,26-10-2023,Ashoka Buildcon,Vikram Nair,East,Bihar,Flat Steel,Cold Rolled Coils,312,84163,26258856,3111188.99
JSW-2022-0510,29-03-2023,05-04-2023,KEC International,Sneha Reddy,Central,Chhattisgarh,Long Steel,Rails,286,59885,17127110,2923703.26
JSW-2022-0511,20-05-2022,28-05-2022,NCC Limited,Sneha Reddy,East,Odisha,Long Steel,TMT Bars,10,79296,792960,136632.53
JSW-2022-0512,17-03-2023,01-04-2023,NCC Limited,Vikram Nair,Central,MP,Special Steel,Alloy Steel,494,76265,37674910,3576915.4
JSW-2022-0513,24-03-2023,02-04-2023,Afcons Infrastructure,Priya Patel,South,Tamil Nadu,Special Steel,Alloy Steel,106,71983,7630198,1391170.59
JSW-2022-0514,14-06-2023,29-06-2023,IRB Infrastructure,Amit Singh,West,Gujarat,Flat Steel,Galvanized Sheets,50,72671,3633550,522498.87
JSW-2022-0515,24-10-2022,28-10-2022,Dilip Buildcon,Vikram Nair,East,Jharkhand,Long Steel,Wire Rods,446,49486,22070756,1707417.45
JSW-2022-0516,05-06-2022,08-06-2022,PNC Infratech,Rahul Sharma,West,Gujarat,Special Steel,Tool Steel,261,57306,14956866,1467217.08
JSW-2022-0517,27-08-2022,31-08-2022,Shapoorji Pallonji,Rahul Sharma,South,Tamil Nadu,Long Steel,Structural Steel,74,73732,5456168,867891.15
JSW-2022-0518,20-04-2023,04-05-2023,Larsen & Toubro,Amit Singh,West,Maharashtra,Long Steel,Rails,169,77662,13124878,2620966.17
JSW-2022-0519,27-04-2023,02-05-2023,Afcons Infrastructure,Amit Singh,North,Punjab,Flat Steel,Galvanized Sheets,407,70717,28781819,1747278.15
JSW-2022-0520,04-02-2022,10-02-2022,Dilip Buildcon,Rahul Sharma,West,Maharashtra,Flat Steel,Cold Rolled Coils,207,74029,15324003,1334327.27
JSW-2022-0521,12-06-2022,25-06-2022,Larsen & Toubro,Vikram Nair,Central,MP,Long Steel,Rails,358,65454,23432532,4462310.66
JSW-2022-0522,23-02-2022,08-03-2022,Afcons Infrastructure,Rahul Sharma,Central,MP,Long Steel,Rails,336,64583,21699888,1731836.48
JSW-2022-0523,10-02-2023,25-02-2023,Afcons Infrastructure,Rahul Sharma,South,Kerala,Long Steel,TMT Bars,95,63094,5993930,825391.31
JSW-2022-0524,02-04-2022,08-04-2022,Shapoorji Pallonji,Sneha Reddy,North,Rajasthan,Special Steel,Alloy Steel,362,84073,30434426,2229284.92
JSW-2022-0525,20-12-2023,31-12-2023,Tata Projects,Priya Patel,North,Rajasthan,Long Steel,TMT Bars,40,68299,2731960,400740.93
JSW-2022-0526,22-01-2022,05-02-2022,Ashoka Buildcon,Amit Singh,West,Maharashtra,Long Steel,Structural Steel,422,73751,31122922,4978992.92
JSW-2022-0527,10-07-2023,24-07-2023,Dilip Buildcon,Priya Patel,South,Telangana,Flat Steel,Color Coated Sheets,371,73672,27332312,3658531.6
JSW-2022-0528,06-09-2023,17-09-2023,Shapoorji Pallonji,Rahul Sharma,Central,MP,Special Steel,Alloy Steel,175,75696,13246800,1209415.21
JSW-2022-0529,10-04-2023,13-04-2023,PNC Infratech,Sneha Reddy,Central,MP,Long Steel,Structural Steel,429,62258,26708682,3505271.27
JSW-2022-0530,06-03-2022,19-03-2022,PNC Infratech,Sneha Reddy,South,Tamil Nadu,Special Steel,Alloy Steel,407,60649,24684143,2421615.98
JSW-2022-0531,17-10-2022,25-10-2022,Ashoka Buildcon,Amit Singh,South,Andhra Pradesh,Special Steel,Alloy Steel,402,81140,32618280,2385039.73
JSW-2022-0532,13-05-2022,18-05-2022,Larsen & Toubro,Priya Patel,North,Delhi,Special Steel,Tool Steel,44,47868,2106192,369171.24
JSW-2022-0533,02-02-2023,15-02-2023,Dilip Buildcon,Vikram Nair,North,UP,Flat Steel,Hot Rolled Coils,26,82421,2142946,313433.18
JSW-2022-0534,14-01-2022,20-01-2022,Dilip Buildcon,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Galvanized Sheets,123,84711,10419453,1642905.79
JSW-2022-0535,27-12-2023,30-12-2023,IRB Infrastructure,Amit Singh,West,Goa,Flat Steel,Galvanized Sheets,295,72259,21316405,3694217.77
JSW-2022-0536,10-08-2022,21-08-2022,Tata Projects,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,437,64916,28368292,1750048.62
JSW-2022-0537,07-08-2023,20-08-2023,Shapoorji Pallonji,Vikram Nair,South,Andhra Pradesh,Long Steel,Wire Rods,108,79484,8584272,1275034.6
JSW-2022-0538,15-04-2023,29-04-2023,Ashoka Buildcon,Rahul Sharma,Central,Chhattisgarh,Special Steel,Stainless Steel,402,82785,33279570,3450908.53
JSW-2022-0539,01-07-2023,13-07-2023,Dilip Buildcon,Amit Singh,South,Karnataka,Special Steel,Alloy Steel,268,67119,17987892,2673536.47
JSW-2022-0540,28-11-2022,10-12-2022,Afcons Infrastructure,Vikram Nair,East,Jharkhand,Long Steel,Rails,401,73219,29360819,5106528.95
JSW-2022-0541,11-02-2023,14-02-2023,Larsen & Toubro,Amit Singh,Central,MP,Long Steel,Structural Steel,194,74648,14481712,1696170.06
JSW-2022-0542,16-08-2022,22-08-2022,KEC International,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,465,64781,30123165,1535839.34
JSW-2022-0543,29-09-2022,07-10-2022,IRB Infrastructure,Priya Patel,East,Odisha,Flat Steel,Hot Rolled Coils,245,68308,16735460,1228651.64
JSW-2022-0544,11-08-2022,25-08-2022,Tata Projects,Amit Singh,South,Telangana,Long Steel,TMT Bars,302,71201,21502702,2910600.16
JSW-2022-0545,14-08-2023,23-08-2023,Tata Projects,Rahul Sharma,West,Maharashtra,Long Steel,TMT Bars,314,64686,20311404,1129430.64
JSW-2022-0546,21-08-2022,04-09-2022,IRB Infrastructure,Rahul Sharma,East,Jharkhand,Long Steel,Rails,486,52899,25708914,4639635.7
JSW-2022-0547,01-12-2022,12-12-2022,Afcons Infrastructure,Priya Patel,West,Maharashtra,Long Steel,TMT Bars,173,80384,13906432,1873710.01
JSW-2022-0548,08-02-2023,13-02-2023,Shapoorji Pallonji,Amit Singh,North,UP,Long Steel,TMT Bars,123,73307,9016761,842773.7
JSW-2022-0549,29-03-2022,07-04-2022,PNC Infratech,Sneha Reddy,North,UP,Special Steel,Tool Steel,35,80923,2832305,311209.98
JSW-2022-0550,20-07-2022,31-07-2022,IRB Infrastructure,Vikram Nair,South,Karnataka,Long Steel,Wire Rods,259,70907,18364913,2715018.53
JSW-2022-0551,13-08-2023,17-08-2023,Tata Projects,Sneha Reddy,South,Karnataka,Flat Steel,Galvanized Sheets,407,73184,29785888,2934259.84
JSW-2022-0552,25-01-2022,09-02-2022,NCC Limited,Priya Patel,West,Gujarat,Long Steel,Wire Rods,174,67578,11758572,1635400.68
JSW-2022-0553,28-08-2022,03-09-2022,KEC International,Priya Patel,East,Bihar,Special Steel,Stainless Steel,235,47941,11266135,2125153.36
JSW-2022-0554,22-10-2022,25-10-2022,KEC International,Rahul Sharma,North,Delhi,Special Steel,Stainless Steel,134,54678,7326852,1321125.59
JSW-2022-0555,05-08-2022,11-08-2022,PNC Infratech,Vikram Nair,East,Bihar,Long Steel,TMT Bars,179,58697,10506763,1691609.31
JSW-2022-0556,11-11-2023,22-11-2023,Larsen & Toubro,Amit Singh,East,Bihar,Special Steel,Tool Steel,82,46205,3788810,403474.17
JSW-2022-0557,02-11-2023,05-11-2023,Tata Projects,Sneha Reddy,South,Tamil Nadu,Long Steel,Wire Rods,414,62778,25990092,1506458.17
JSW-2022-0558,25-01-2023,05-02-2023,Tata Projects,Amit Singh,East,Jharkhand,Flat Steel,Hot Rolled Coils,159,70331,11182629,946892.39
JSW-2022-0559,14-04-2023,25-04-2023,Larsen & Toubro,Rahul Sharma,West,Goa,Special Steel,Stainless Steel,105,58033,6093465,762277.99
JSW-2022-0560,19-01-2022,27-01-2022,KEC International,Amit Singh,South,Andhra Pradesh,Long Steel,Structural Steel,260,70781,18403060,2975013.06
JSW-2022-0561,01-02-2023,04-02-2023,PNC Infratech,Amit Singh,East,Odisha,Special Steel,Alloy Steel,425,49063,20851775,2999920.98
JSW-2022-0562,27-01-2023,07-02-2023,IRB Infrastructure,Priya Patel,South,Karnataka,Long Steel,Rails,346,53995,18682270,1180145.03
JSW-2022-0563,04-12-2022,14-12-2022,PNC Infratech,Priya Patel,West,Maharashtra,Special Steel,Stainless Steel,228,65472,14927616,2783407.89
JSW-2022-0564,13-11-2022,27-11-2022,PNC Infratech,Priya Patel,South,Karnataka,Special Steel,Tool Steel,360,58258,20972880,3762286.13
JSW-2022-0565,25-07-2023,05-08-2023,Tata Projects,Priya Patel,West,Maharashtra,Special Steel,Tool Steel,479,55357,26516003,2588609.72
JSW-2022-0566,28-02-2023,09-03-2023,NCC Limited,Sneha Reddy,East,Odisha,Special Steel,Stainless Steel,401,65885,26419885,4808941.79
JSW-2022-0567,19-09-2023,01-10-2023,NCC Limited,Vikram Nair,East,Odisha,Flat Steel,Hot Rolled Coils,77,57107,4397239,237141.93
JSW-2022-0568,06-12-2023,21-12-2023,Dilip Buildcon,Priya Patel,Central,MP,Special Steel,Stainless Steel,128,46709,5978752,621127.76
JSW-2022-0569,19-05-2023,29-05-2023,Shapoorji Pallonji,Priya Patel,Central,Chhattisgarh,Special Steel,Tool Steel,201,57057,11468457,2039314.31
JSW-2022-0570,27-02-2023,05-03-2023,Afcons Infrastructure,Priya Patel,South,Karnataka,Flat Steel,Color Coated Sheets,401,45983,18439183,3481599.18
JSW-2022-0571,10-09-2022,19-09-2022,Ashoka Buildcon,Rahul Sharma,North,Punjab,Long Steel,Rails,362,66292,23997704,4319976.34
JSW-2022-0572,22-06-2023,05-07-2023,Larsen & Toubro,Vikram Nair,Central,Chhattisgarh,Special Steel,Alloy Steel,211,82482,17403702,2420347.98
JSW-2022-0573,10-02-2023,24-02-2023,Larsen & Toubro,Vikram Nair,North,UP,Long Steel,TMT Bars,459,61103,28046277,3584465.59
JSW-2022-0574,08-11-2022,23-11-2022,NCC Limited,Sneha Reddy,West,Goa,Special Steel,Stainless Steel,107,64082,6856774,794926.94
JSW-2022-0575,20-04-2023,03-05-2023,Dilip Buildcon,Rahul Sharma,South,Kerala,Long Steel,TMT Bars,363,78880,28633440,5312973.36
JSW-2022-0576,26-01-2022,31-01-2022,Dilip Buildcon,Vikram Nair,Central,MP,Flat Steel,Cold Rolled Coils,211,72103,15213733,1498843.89
JSW-2022-0577,07-05-2022,11-05-2022,Tata Projects,Sneha Reddy,South,Kerala,Flat Steel,Galvanized Sheets,175,55747,9755725,1539026.18
JSW-2022-0578,13-06-2022,22-06-2022,PNC Infratech,Sneha Reddy,East,West Bengal,Special Steel,Tool Steel,206,78532,16177592,2294158.56
JSW-2022-0579,31-12-2023,03-01-2024,Ashoka Buildcon,Amit Singh,North,Punjab,Long Steel,Wire Rods,93,54476,5066268,389241.44
JSW-2022-0580,04-01-2022,16-01-2022,NCC Limited,Rahul Sharma,East,Bihar,Long Steel,Wire Rods,70,53622,3753540,728431.05
JSW-2022-0581,26-08-2023,08-09-2023,Dilip Buildcon,Sneha Reddy,West,Gujarat,Long Steel,TMT Bars,321,77339,24825819,2127119.69
JSW-2022-0582,06-10-2023,17-10-2023,Afcons Infrastructure,Rahul Sharma,West,Gujarat,Flat Steel,Hot Rolled Coils,135,80870,10917450,1001315.11
JSW-2022-0583,15-11-2023,27-11-2023,IRB Infrastructure,Amit Singh,South,Karnataka,Flat Steel,Galvanized Sheets,28,54527,1526756,271876.15
JSW-2022-0584,19-10-2022,31-10-2022,IRB Infrastructure,Vikram Nair,East,West Bengal,Flat Steel,Hot Rolled Coils,223,56681,12639863,937881.43
JSW-2022-0585,03-11-2022,11-11-2022,KEC International,Sneha Reddy,Central,MP,Long Steel,Structural Steel,486,47348,23011128,1471997.54
JSW-2022-0586,13-12-2023,20-12-2023,KEC International,Vikram Nair,North,UP,Special Steel,Stainless Steel,159,75855,12060945,846459.65
JSW-2022-0587,07-10-2023,18-10-2023,Tata Projects,Sneha Reddy,West,Goa,Flat Steel,Cold Rolled Coils,323,48813,15766599,1046828.63
JSW-2022-0588,01-10-2023,09-10-2023,Shapoorji Pallonji,Vikram Nair,Central,Chhattisgarh,Long Steel,Structural Steel,142,79432,11279344,1537052.04
JSW-2022-0589,04-07-2022,16-07-2022,Afcons Infrastructure,Amit Singh,Central,Chhattisgarh,Special Steel,Tool Steel,333,77619,25847127,3201830.12
JSW-2022-0590,01-08-2022,16-08-2022,IRB Infrastructure,Sneha Reddy,South,Tamil Nadu,Flat Steel,Hot Rolled Coils,248,52728,13076544,2100357.85
JSW-2022-0591,26-07-2022,09-08-2022,NCC Limited,Amit Singh,West,Maharashtra,Long Steel,Structural Steel,296,58915,17438840,901493.69
JSW-2022-0592,08-12-2022,16-12-2022,Ashoka Buildcon,Vikram Nair,North,Haryana,Long Steel,Structural Steel,402,45401,18251202,1224208.76
JSW-2022-0593,06-05-2023,16-05-2023,Larsen & Toubro,Priya Patel,Central,MP,Flat Steel,Cold Rolled Coils,179,67147,12019313,2263741.03
JSW-2022-0594,19-04-2023,04-05-2023,Ashoka Buildcon,Rahul Sharma,West,Maharashtra,Special Steel,Alloy Steel,466,80190,37368540,6890358.57
JSW-2022-0595,20-01-2022,26-01-2022,IRB Infrastructure,Amit Singh,Central,Chhattisgarh,Special Steel,Tool Steel,357,65676,23446332,3124846.97
JSW-2022-0596,20-01-2023,02-02-2023,PNC Infratech,Priya Patel,East,West Bengal,Flat Steel,Galvanized Sheets,440,47042,20698480,2087914.93
JSW-2022-0597,19-11-2022,03-12-2022,Larsen & Toubro,Amit Singh,Central,Chhattisgarh,Flat Steel,Hot Rolled Coils,452,65203,29471756,4591402.73
JSW-2022-0598,06-11-2022,12-11-2022,PNC Infratech,Amit Singh,West,Maharashtra,Long Steel,Wire Rods,200,74616,14923200,2602883.96
JSW-2022-0599,31-03-2023,11-04-2023,Larsen & Toubro,Sneha Reddy,South,Tamil Nadu,Long Steel,TMT Bars,408,58244,23763552,4443857.34
JSW-2022-0600,21-06-2023,28-06-2023,KEC International,Priya Patel,Central,MP,Flat Steel,Galvanized Sheets,482,76684,36961688,5908923.13
JSW-2022-0601,01-01-2024,12-01-2024,Tata Projects,Rahul Sharma,North,Rajasthan,Special Steel,Stainless Steel,115,47395,5450425,648084.21
JSW-2022-0602,17-02-2022,21-02-2022,PNC Infratech,Amit Singh,East,West Bengal,Special Steel,Tool Steel,456,50706,23121936,2312042.45
JSW-2022-0603,11-10-2022,22-10-2022,KEC International,Sneha Reddy,North,Rajasthan,Long Steel,Wire Rods,174,58143,10116882,798038.33
JSW-2022-0604,30-09-2023,11-10-2023,PNC Infratech,Rahul Sharma,North,Haryana,Flat Steel,Cold Rolled Coils,150,52501,7875150,411779.84
JSW-2022-0605,18-10-2022,30-10-2022,Afcons Infrastructure,Priya Patel,South,Andhra Pradesh,Long Steel,Structural Steel,148,54277,8032996,1538251.84
JSW-2022-0606,30-01-2022,09-02-2022,Larsen & Toubro,Rahul Sharma,North,Haryana,Special Steel,Alloy Steel,286,74074,21185164,1220454.58
JSW-2022-0607,30-08-2023,12-09-2023,Dilip Buildcon,Vikram Nair,West,Maharashtra,Flat Steel,Color Coated Sheets,210,56729,11913090,1854887.64
JSW-2022-0608,22-04-2023,04-05-2023,Shapoorji Pallonji,Rahul Sharma,East,Jharkhand,Long Steel,Wire Rods,375,79962,29985750,1852574.84
JSW-2022-0609,18-08-2022,23-08-2022,IRB Infrastructure,Amit Singh,West,Maharashtra,Long Steel,Structural Steel,360,75500,27180000,3277415.53
JSW-2022-0610,31-01-2022,04-02-2022,Dilip Buildcon,Rahul Sharma,East,Bihar,Flat Steel,Galvanized Sheets,413,66283,27374879,3230029.32
JSW-2022-0611,11-05-2022,22-05-2022,Tata Projects,Sneha Reddy,East,Bihar,Long Steel,Wire Rods,154,67846,10448284,1469718.68
JSW-2022-0612,15-02-2023,27-02-2023,Ashoka Buildcon,Priya Patel,North,Haryana,Special Steel,Tool Steel,46,64799,2980754,387235.22
